2C90	2C91	# Ⲑ => ⲑ
2C92	2C93	# Ⲓ => ⲓ
2C94	2C95	# Ⲕ => ⲕ
2C96	2C97	# Ⲗ => ⲗ
2C98	2C99	# Ⲙ => ⲙ
2C9A	2C9B	# Ⲛ => ⲛ
2C9C	2C9D	# Ⲝ => ⲝ
2C9E	2C9F	# Ⲟ => ⲟ
2CA0	2CA1	# Ⲡ => ⲡ
2CA2	2CA3	# Ⲣ => ⲣ
2CA4	2CA5	# Ⲥ => ⲥ
2CA6	2CA7	# Ⲧ => ⲧ
2CA8	2CA9	# Ⲩ => ⲩ
2CAA	2CAB	# Ⲫ => ⲫ
2CAC	2CAD	# Ⲭ => ⲭ
2CAE	2CAF	# Ⲯ => ⲯ
2CB0	2CB1	# Ⲱ => ⲱ
2CB2	2CB3	# Ⲳ => ⲳ
2CB4	2CB5	# Ⲵ => ⲵ
2CB6	2CB7	# Ⲷ => ⲷ
2CB8	2CB9	# Ⲹ => ⲹ
2CBA	2CBB	# Ⲻ => ⲻ
2CBC	2CBD	# Ⲽ => ⲽ
2CBE	2CBF	# Ⲿ => ⲿ
2CC0	2CC1	# Ⳁ => ⳁ
2CC2	2CC3	# Ⳃ => ⳃ
2CC4	2CC5	# Ⳅ => ⳅ
2CC6	2CC7	# Ⳇ => ⳇ
2CC8	2CC9	# Ⳉ => ⳉ
2CCA	2CCB	# Ⳋ => ⳋ
2CCC	2CCD	# Ⳍ => ⳍ
2CCE	2CCF	# Ⳏ => ⳏ
2CD0	2CD1	# Ⳑ => ⳑ
2CD2	2CD3	# Ⳓ => ⳓ
2CD4	2CD5	# Ⳕ => ⳕ
2CD6	2CD7	# Ⳗ => ⳗ
2CD8	2CD9	# Ⳙ => ⳙ
2CDA	2CDB	# Ⳛ => ⳛ
2CDC	2CDD	# Ⳝ => ⳝ
2CDE	2CDF	# Ⳟ => ⳟ
2CE0	2CE1	# Ⳡ => ⳡ
2CE2	2CE3	# Ⳣ => ⳣ
2CEB	2CEC	# Ⳬ => ⳬ
2CED	2CEE	# Ⳮ => ⳮ
2CF2	2CF3	# Ⳳ => ⳳ
A640	A641	# Ꙁ => ꙁ
A642	A643	# Ꙃ => ꙃ
A644	A645	# Ꙅ => ꙅ
A646	A647	# Ꙇ => ꙇ
A648	A649	# Ꙉ => ꙉ
A64A	A64B	# Ꙋ => ꙋ
A64C	A64D	# Ꙍ => ꙍ
A64E	A64F	# Ꙏ => ꙏ
A650	A651	# Ꙑ => ꙑ
A652	A653	# Ꙓ => ꙓ
A654	A655	# Ꙕ => ꙕ
A656	A657	# Ꙗ => ꙗ
A658	A659	# Ꙙ => ꙙ
A65A	A65B	# Ꙛ => ꙛ
A65C	A65D	# Ꙝ => ꙝ
A65E	A65F	# Ꙟ => ꙟ
A660	A661	# Ꙡ => ꙡ
A662	A663	# Ꙣ => ꙣ
A664	A665	# Ꙥ => ꙥ
A666	A667	# Ꙧ => ꙧ
A668	A669	# Ꙩ => ꙩ
A66A	A66B	# Ꙫ => ꙫ
A66C	A66D	# Ꙭ => ꙭ
A680	A681	# Ꚁ => ꚁ
A682	A683	# Ꚃ => ꚃ
A684	A685	# Ꚅ => ꚅ
A686	A687	# Ꚇ => ꚇ
A688	A689	# Ꚉ => ꚉ
A68A	A68B	# Ꚋ => ꚋ
A68C	A68D	# Ꚍ => ꚍ
A68E	A68F	# Ꚏ => ꚏ
A690	A691	# Ꚑ => ꚑ
A692	A693	# Ꚓ => ꚓ
A694	A695	# Ꚕ => ꚕ
A696	A697	# Ꚗ => ꚗ
A698	A699	# Ꚙ => ꚙ
A69A	A69B	# Ꚛ => ꚛ
A722	A723	# Ꜣ => ꜣ
A724	A725	# Ꜥ => ꜥ
A726	A727	# Ꜧ => ꜧ
A728	A729	# Ꜩ => ꜩ
A72A	A72B	# Ꜫ => ꜫ
A72C	A72D	# Ꜭ => ꜭ
A72E	A72F	# Ꜯ => ꜯ
A732	A733	# Ꜳ => ꜳ
A734	A735	# Ꜵ => ꜵ
A736	A737	# Ꜷ => ꜷ
A738	A739	# Ꜹ => ꜹ
A73A	A73B	# Ꜻ => ꜻ
A73C	A73D	# Ꜽ => ꜽ
A73E	A73F	# Ꜿ => ꜿ
A740	A741	# Ꝁ => ꝁ
A742	A743	# Ꝃ => ꝃ
A744	A745	# Ꝅ => ꝅ
A746	A747	# Ꝇ => ꝇ
A748	A749	# Ꝉ => ꝉ
A74A	A74B	# Ꝋ => ꝋ
A74C	A74D	# Ꝍ => ꝍ
A74E	A74F	# Ꝏ => ꝏ
A750	A751	# Ꝑ => ꝑ
A752	A753	# Ꝓ => ꝓ
A754	A755	# Ꝕ => ꝕ
A756	A757	# Ꝗ => ꝗ
A758	A759	# Ꝙ => ꝙ
A75A	A75B	# Ꝛ => ꝛ
A75C	A75D	# Ꝝ => ꝝ
A75E	A75F	# Ꝟ => ꝟ
A760	A761	# Ꝡ => ꝡ
A762	A763	# Ꝣ => ꝣ
A764	A765	# Ꝥ => ꝥ
A766	A767	# Ꝧ => ꝧ
A768	A769	# Ꝩ => ꝩ
A76A	A76B	# Ꝫ => ꝫ
A76C	A76D	# Ꝭ => ꝭ
A76E	A76F	# Ꝯ => ꝯ
A779	A77A	# Ꝺ => ꝺ
A77B	A77C	# Ꝼ => ꝼ
A77D	1D79	# Ᵹ => ᵹ
A77E	A77F	# Ꝿ => ꝿ
A780	A781	# Ꞁ => ꞁ
A782	A783	# Ꞃ => ꞃ
A784	A785	# Ꞅ => ꞅ
A786	A787	# Ꞇ => ꞇ
A78B	A78C	# Ꞌ => ꞌ
A78D	265	# Ɥ => ɥ
A790	A791	# Ꞑ => ꞑ
A792	A793	# Ꞓ => ꞓ
A796	A797	# Ꞗ => ꞗ
A798	A799	# Ꞙ => ꞙ
A79A	A79B	# Ꞛ => ꞛ
A79C	A79D	# Ꞝ => ꞝ
A79E	A79F	# Ꞟ => ꞟ
A7A0	A7A1	# Ꞡ => ꞡ
A7A2	A7A3	# Ꞣ => ꞣ
A7A4	A7A5	# Ꞥ => ꞥ
A7A6	A7A7	# Ꞧ => ꞧ
A7A8	A7A9	# Ꞩ => ꞩ
A7AA	266	# Ɦ => ɦ
A7AB	25C	# Ɜ => ɜ
A7AC	261	# Ɡ => ɡ
A7AD	26C	# Ɬ => ɬ
A7B0	29E	# Ʞ => ʞ
A7B1	287	# Ʇ => ʇ
A7B2	29D	# Ʝ => ʝ
A7B3	AB53	# Ꭓ => ꭓ
A7B4	A7B5	# Ꞵ => ꞵ
A7B6	A7B7	# Ꞷ => ꞷ
FF21	61	# Ａ => a
FF22	62	# Ｂ => b
FF23	63	# Ｃ => c
FF24	64	# Ｄ => d
FF25	65	# Ｅ => e
FF26	66	# Ｆ => f
FF27	67	# Ｇ => g
FF28	68	# Ｈ => h
FF29	69	# Ｉ => i
FF2A	6A	# Ｊ => j
FF2B	6B	# Ｋ => k
FF2C	6C	# Ｌ => l
FF2D	6D	# Ｍ => m
FF2E	6E	# Ｎ => n
FF2F	6F	# Ｏ => o
FF30	70	# Ｐ => p
FF31	71	# Ｑ => q
FF32	72	# Ｒ => r
FF33	73	# Ｓ => s
FF34	74	# Ｔ => t
FF35	75	# Ｕ => u
FF36	76	# Ｖ => v
FF37	77	# Ｗ => w
FF38	78	# Ｘ => x
FF39	79	# Ｙ => y
FF3A	7A	# Ｚ => z
10400	10428	# 𐐀 => 𐐨
10401	10429	# 𐐁 => 𐐩
10402	1042A	# 𐐂 => 𐐪
10403	1042B	# 𐐃 => 𐐫
10404	1042C	# 𐐄 => 𐐬
10405	1042D	# 𐐅 => 𐐭
10406	1042E	# 𐐆 => 𐐮
10407	1042F	# 𐐇 => 𐐯
10408	10430	# 𐐈 => 𐐰
10409	10431	# 𐐉 => 𐐱
1040A	10432	# 𐐊 => 𐐲
1040B	10433	# 𐐋 => 𐐳
1040C	10434	# 𐐌 => 𐐴
1040D	10435	# 𐐍 => 𐐵
1040E	10436	# 𐐎 => 𐐶
1040F	10437	# 𐐏 => 𐐷
10410	10438	# 𐐐 => 𐐸
10411	10439	# 𐐑 => 𐐹
10412	1043A	# 𐐒 => 𐐺
10413	1043B	# 𐐓 => 𐐻
10414	1043C	# 𐐔 => 𐐼
10415	1043D	# 𐐕 => 𐐽
10416	1043E	# 𐐖 => 𐐾
10417	1043F	# 𐐗 => 𐐿
10418	10440	# 𐐘 => 𐑀
10419	10441	# 𐐙 => 𐑁
1041A	10442	# 𐐚 => 𐑂
1041B	10443	# 𐐛 => 𐑃
1041C	10444	# 𐐜 => 𐑄
1041D	10445	# 𐐝 => 𐑅
1041E	10446	# 𐐞 => 𐑆
1041F	10447	# 𐐟 => 𐑇
10420	10448	# 𐐠 => 𐑈
10421	10449	# 𐐡 => 𐑉
10422	1044A	# 𐐢 => 𐑊
10423	1044B	# 𐐣 => 𐑋
10424	1044C	# 𐐤 => 𐑌
10425	1044D	# 𐐥 => 𐑍
10426	1044E	# 𐐦 => 𐑎
10427	1044F	# 𐐧 => 𐑏
10C80	10CC0	# 𐲀 => 𐳀
10C81	10CC1	# 𐲁 => 𐳁
10C82	10CC2	# 𐲂 => 𐳂
10C83	10CC3	# 𐲃 => 𐳃
10C84	10CC4	# 𐲄 => 𐳄
10C85	10CC5	# 𐲅 => 𐳅
10C86	10CC6	# 𐲆 => 𐳆
10C87	10CC7	# 𐲇 => 𐳇
10C88	10CC8	# 𐲈 => 𐳈
10C89	10CC9	# 𐲉 => 𐳉
10C8A	10CCA	# 𐲊 => 𐳊
10C8B	10CCB	# 𐲋 => 𐳋
10C8C	10CCC	# 𐲌 => 𐳌
10C8D	10CCD	# 𐲍 => 𐳍
10C8E	10CCE	# 𐲎 => 𐳎
10C8F	10CCF	# 𐲏 => 𐳏
10C90	10CD0	# 𐲐 => 𐳐
10C91	10CD1	# 𐲑 => 𐳑
10C92	10CD2	# 𐲒 => 𐳒
10C93	10CD3	# 𐲓 => 𐳓
10C94	10CD4	# 𐲔 => 𐳔
10C95	10CD5	# 𐲕 => 𐳕
10C96	10CD6	# 𐲖 => 𐳖
10C97	10CD7	# 𐲗 => 𐳗
10C98	10CD8	# 𐲘 => 𐳘
10C99	10CD9	# 𐲙 => 𐳙
10C9A	10CDA	# 𐲚 => 𐳚
10C9B	10CDB	# 𐲛 => 𐳛
10C9C	10CDC	# 𐲜 => 𐳜
10C9D	10CDD	# 𐲝 => 𐳝
10C9E	10CDE	# 𐲞 => 𐳞
10C9F	10CDF	# 𐲟 => 𐳟
10CA0	10CE0	# 𐲠 => 𐳠
10CA1	10CE1	# 𐲡 => 𐳡
10CA2	10CE2	# 𐲢 => 𐳢
10CA3	10CE3	# 𐲣 => 𐳣
10CA4	10CE4	# 𐲤 => 𐳤
10CA5	10CE5	# 𐲥 => 𐳥
10CA6	10CE6	# 𐲦 => 𐳦
10CA7	10CE7	# 𐲧 => 𐳧
10CA8	10CE8	# 𐲨 => 𐳨
10CA9	10CE9	# 𐲩 => 𐳩
10CAA	10CEA	# 𐲪 => 𐳪
10CAB	10CEB	# 𐲫 => 𐳫
10CAC	10CEC	# 𐲬 => 𐳬
10CAD	10CED	# 𐲭 => 𐳭
10CAE	10CEE	# 𐲮 => 𐳮
10CAF	10CEF	# 𐲯 => 𐳯
10CB0	10CF0	# 𐲰 => 𐳰
10CB1	10CF1	# 𐲱 => 𐳱
10CB2	10CF2	# 𐲲 => 𐳲
118A0	118C0	# 𑢠 => 𑣀
118A1	118C1	# 𑢡 => 𑣁
118A2	118C2	# 𑢢 => 𑣂
118A3	118C3	# 𑢣 => 𑣃
118A4	118C4	# 𑢤 => 𑣄
118A5	118C5	# 𑢥 => 𑣅
118A6	118C6	# 𑢦 => 𑣆
118A7	118C7	# 𑢧 => 𑣇
118A8	118C8	# 𑢨 => 𑣈
118A9	118C9	# 𑢩 => 𑣉
118AA	118CA	# 𑢪 => 𑣊
118AB	118CB	# 𑢫 => 𑣋
118AC	118CC	# 𑢬 => 𑣌
118AD	118CD	# 𑢭 => 𑣍
118AE	118CE	# 𑢮 => 𑣎
118AF	118CF	# 𑢯 => 𑣏
118B0	118D0	# 𑢰 => 𑣐
118B1	118D1	# 𑢱 => 𑣑
118B2	118D2	# 𑢲 => 𑣒
118B3	118D3	# 𑢳 => 𑣓
118B4	118D4	# 𑢴 => 𑣔
118B5	118D5	# 𑢵 => 𑣕
118B6	118D6	# 𑢶 => 𑣖
118B7	118D7	# 𑢷 => 𑣗
118B8	118D8	# 𑢸 => 𑣘
118B9	118D9	# 𑢹 => 𑣙
118BA	118DA	# 𑢺 => 𑣚
118BB	118DB	# 𑢻 => 𑣛
118BC	118DC	# 𑢼 => 𑣜
118BD	118DD	# 𑢽 => 𑣝
118BE	118DE	# 𑢾 => 𑣞
118BF	118DF	# 𑢿 => 𑣟
1D400	61	# 𝐀 => a
1D401	62	# 𝐁 => b
1D402	63	# 𝐂 => c
1D403	64	# 𝐃 => d
1D404	65	# 𝐄 => e
1D405	66	# 𝐅 => f
1D406	67	# 𝐆 => g
1D407	68	# 𝐇 => h
1D408	69	# 𝐈 => i
1D409	6A	# 𝐉 => j
1D40A	6B	# 𝐊 => k
1D40B	6C	# 𝐋 => l
1D40C	6D	# 𝐌 => m
1D40D	6E	# 𝐍 => n
1D40E	6F	# 𝐎 => o
1D40F	70	# 𝐏 => p
1D410	71	# 𝐐 => q
1D411	72	# 𝐑 => r
1D412	73	# 𝐒 => s
1D413	74	# 𝐓 => t
1D414	75	# 𝐔 => u
1D415	76	# 𝐕 => v
1D416	77	# 𝐖 => w
1D417	78	# 𝐗 => x
1D418	79	# 𝐘 => y
1D419	7A	# 𝐙 => z
1D434	61	# 𝐴 => a
1D435	62	# 𝐵 => b
1D436	63	# 𝐶 => c
1D437	64	# 𝐷 => d
1D438	65	# 𝐸 => e
1D439	66	# 𝐹 => f
1D43A	67	# 𝐺 => g
1D43B	68	# 𝐻 => h
1D43C	69	# 𝐼 => i
1D43D	6A	# 𝐽 => j
1D43E	6B	# 𝐾 => k
1D43F	6C	# 𝐿 => l
1D440	6D	# 𝑀 => m
1D441	6E	# 𝑁 => n
1D442	6F	# 𝑂 => o
1D443	70	# 𝑃 => p
1D444	71	# 𝑄 => q
1D445	72	# 𝑅 => r
1D446	73	# 𝑆 => s
1D447	74	# 𝑇 => t
1D448	75	# 𝑈 => u
1D449	76	# 𝑉 => v
1D44A	77	# 𝑊 => w
1D44B	78	# 𝑋 => x
1D44C	79	# 𝑌 => y
1D44D	7A	# 𝑍 => z
1D468	61	# 𝑨 => a
1D469	62	# 𝑩 => b
1D46A	63	# 𝑪 => c
1D46B	64	# 𝑫 => d
1D46C	65	# 𝑬 => e
1D46D	66	# 𝑭 => f
1D46E	67	# 𝑮 => g
1D46F	68	# 𝑯 => h
1D470	69	# 𝑰 => i
1D471	6A	# 𝑱 => j
1D472	6B	# 𝑲 => k
1D473	6C	# 𝑳 => l
1D474	6D	# 𝑴 => m
1D475	6E	# 𝑵 => n
1D476	6F	# 𝑶 => o
1D477	70	# 𝑷 => p
1D478	71	# 𝑸 => q
1D479	72	# 𝑹 => r
1D47A	73	# 𝑺 => s
1D47B	74	# 𝑻 => t
1D47C	75	# 𝑼 => u
1D47D	76	# 𝑽 => v
1D47E	77	# 𝑾 => w
1D47F	78	# 𝑿 => x
1D480	79	# 𝒀 => y
1D481	7A	# 𝒁 => z
1D49C	61	# 𝒜 => a
1D49E	63	# 𝒞 => c
1D49F	64	# 𝒟 => d
1D4A2	67	# 𝒢 => g
1D4A5	6A	# 𝒥 => j
1D4A6	6B	# 𝒦 => k
1D4A9	6E	# 𝒩 => n
1D4AA	6F	# 𝒪 => o
1D4AB	70	# 𝒫 => p
1D4AC	71	# 𝒬 => q
1D4AE	73	# 𝒮 => s
1D4AF	74	# 𝒯 => t
1D4B0	75	# 𝒰 => u
1D4B1	76	# 𝒱 => v
1D4B2	77	# 𝒲 => w
1D4B3	78	# 𝒳 => x
1D4B4	79	# 𝒴 => y
1D4B5	7A	# 𝒵 => z
1D4D0	61	# 𝓐 => a
1D4D1	62	# 𝓑 => b
1D4D2	63	# 𝓒 => c
1D4D3	64	# 𝓓 => d
1D4D4	65	# 𝓔 => e
1D4D5	66	# 𝓕 => f
1D4D6	67	# 𝓖 => g
1D4D7	68	# 𝓗 => h
1D4D8	69	# 𝓘 => i
1D4D9	6A	# 𝓙 => j
1D4DA	6B	# 𝓚 => k
1D4DB	6C	# 𝓛 => l
1D4DC	6D	# 𝓜 => m
1D4DD	6E	# 𝓝 => n
1D4DE	6F	# 𝓞 => o
1D4DF	70	# 𝓟 => p
1D4E0	71	# 𝓠 => q
1D4E1	72	# 𝓡 => r
1D4E2	73	# 𝓢 => s
1D4E3	74	# 𝓣 => t
1D4E4	75	# 𝓤 => u
1D4E5	76	# 𝓥 => v
1D4E6	77	# 𝓦 => w
1D4E7	78	# 𝓧 => x
1D4E8	79	# 𝓨 => y
1D4E9	7A	# 𝓩 => z
1D504	61	# 𝔄 => a
1D505	62	# 𝔅 => b
1D507	64	# 𝔇 => d
1D508	65	# 𝔈 => e
1D509	66	# 𝔉 => f
1D50A	67	# 𝔊 => g
1D50D	6A	# 𝔍 => j
1D50E	6B	# 𝔎 => k
1D50F	6C	# 𝔏 => l
1D510	6D	# 𝔐 => m
1D511	6E	# 𝔑 => n
1D512	6F	# 𝔒 => o
1D513	70	# 𝔓 => p
1D514	71	# 𝔔 => q
1D516	73	# 𝔖 => s
1D517	74	# 𝔗 => t
1D518	75	# 𝔘 => u
1D519	76	# 𝔙 => v
1D51A	77	# 𝔚 => w
1D51B	78	# 𝔛 => x
1D51C	79	# 𝔜 => y
1D538	61	# 𝔸 => a
1D539	62	# 𝔹 => b
1D53B	64	# 𝔻 => d
1D53C	65	# 𝔼 => e
1D53D	66	# 𝔽 => f
1D53E	67	# 𝔾 => g
1D540	69	# 𝕀 => i
1D541	6A	# 𝕁 => j
1D542	6B	# 𝕂 => k
1D543	6C	# 𝕃 => l
1D544	6D	# 𝕄 => m
1D546	6F	# 𝕆 => o
1D54A	73	# 𝕊 => s
1D54B	74	# 𝕋 => t
1D54C	75	# 𝕌 => u
1D54D	76	# 𝕍 => v
1D54E	77	# 𝕎 => w
1D54F	78	# 𝕏 => x
1D550	79	# 𝕐 => y
1D56C	61	# 𝕬 => a
1D56D	62	# 𝕭 => b
1D56E	63	# 𝕮 => c
1D56F	64	# 𝕯 => d
1D570	65	# 𝕰 => e
1D571	66	# 𝕱 => f
1D572	67	# 𝕲 => g
1D573	68	# 𝕳 => h
1D574	69	# 𝕴 => i
1D575	6A	# 𝕵 => j
1D576	6B	# 𝕶 => k
1D577	6C	# 𝕷 => l
1D578	6D	# 𝕸 => m
1D579	6E	# 𝕹 => n
1D57A	6F	# 𝕺 => o
1D57B	70	# 𝕻 => p
1D57C	71	# 𝕼 => q
1D57D	72	# 𝕽 => r
1D57E	73	# 𝕾 => s
1D57F	74	# 𝕿 => t
1D580	75	# 𝖀 => u
1D581	76	# 𝖁 => v
1D582	77	# 𝖂 => w
1D583	78	# 𝖃 => x
1D584	79	# 𝖄 => y
1D585	7A	# 𝖅 => z
1D5A0	61	# 𝖠 => a
1D5A1	62	# 𝖡 => b
1D5A2	63	# 𝖢 => c
1D5A3	64	# 𝖣 => d
1D5A4	65	# 𝖤 => e
1D5A5	66	# 𝖥 => f
1D5A6	67	# 𝖦 => g
1D5A7	68	# 𝖧 => h
1D5A8	69	# 𝖨 => i
1D5A9	6A	# 𝖩 => j
1D5AA	6B	# 𝖪 => k
1D5AB	6C	# 𝖫 => l
1D5AC	6D	# 𝖬 => m
1D5AD	6E	# 𝖭 => n
1D5AE	6F	# 𝖮 => o
1D5AF	70	# 𝖯 => p
1D5B0	71	# 𝖰 => q
1D5B1	72	# 𝖱 => r
1D5B2	73	# 𝖲 => s
1D5B3	74	# 𝖳 => t
1D5B4	75	# 𝖴 => u
1D5B5	76	# 𝖵 => v
1D5B6	77	# 𝖶 => w
1D5B7	78	# 𝖷 => x
1D5B8	79	# 𝖸 => y
1D5B9	7A	# 𝖹 => z
1D5D4	61	# 𝗔 => a
1D5D5	62	# 𝗕 => b
1D5D6	63	# 𝗖 => c
1D5D7	64	# 𝗗 => d
1D5D8	65	# 𝗘 => e
1D5D9	66	# 𝗙 => f
1D5DA	67	# 𝗚 => g
1D5DB	68	# 𝗛 => h
1D5DC	69	# 𝗜 => i
1D5DD	6A	# 𝗝 => j
1D5DE	6B	# 𝗞 => k
1D5DF	6C	# 𝗟 => l
1D5E0	6D	# 𝗠 => m
1D5E1	6E	# 𝗡 => n
1D5E2	6F	# 𝗢 => o
1D5E3	70	# 𝗣 => p
1D5E4	71	# 𝗤 => q
1D5E5	72	# 𝗥 => r
1D5E6	73	# 𝗦 => s
1D5E7	74	# 𝗧 => t
1D5E8	75	# 𝗨 => u
1D5E9	76	# 𝗩 => v
1D5EA	77	# 𝗪 => w
1D5EB	78	# 𝗫 => x
1D5EC	79	# 𝗬 => y
1D5ED	7A	# 𝗭 => z
1D608	61	# 𝘈 => a
1D609	62	# 𝘉 => b
1D60A	63	# 𝘊 => c
1D60B	64	# 𝘋 => d
1D60C	65	# 𝘌 => e
1D60D	66	# 𝘍 => f
1D60E	67	# 𝘎 => g
1D60F	68	# 𝘏 => h
1D610	69	# 𝘐 => i
1D611	6A	# 𝘑 => j
1D612	6B	# 𝘒 => k
1D613	6C	# 𝘓 => l
1D614	6D	# 𝘔 => m
1D615	6E	# 𝘕 => n
1D616	6F	# 𝘖 => o
1D617	70	# 𝘗 => p
1D618	71	# 𝘘 => q
1D619	72	# 𝘙 => r
1D61A	73	# 𝘚 => s
1D61B	74	# 𝘛 => t
1D61C	75	# 𝘜 => u
1D61D	76	# 𝘝 => v
1D61E	77	# 𝘞 => w
1D61F	78	# 𝘟 => x
1D620	79	# 𝘠 => y
1D621	7A	# 𝘡 => z
1D63C	61	# 𝘼 => a
1D63D	62	# 𝘽 => b
1D63E	63	# 𝘾 => c
1D63F	64	# 𝘿 => d
1D640	65	# 𝙀 => e
1D641	66	# 𝙁 => f
1D642	67	# 𝙂 => g
1D643	68	# 𝙃 => h
1D644	69	# 𝙄 => i
1D645	6A	# 𝙅 => j
1D646	6B	# 𝙆 => k
1D647	6C	# 𝙇 => l
1D648	6D	# 𝙈 => m
1D649	6E	# 𝙉 => n
1D64A	6F	# 𝙊 => o
1D64B	70	# 𝙋 => p
1D64C	71	# 𝙌 => q
1D64D	72	# 𝙍 => r
1D64E	73	# 𝙎 => s
1D64F	74	# 𝙏 => t
1D650	75	# 𝙐 => u
1D651	76	# 𝙑 => v
1D652	77	# 𝙒 => w
1D653	78	# 𝙓 => x
1D654	79	# 𝙔 => y
1D655	7A	# 𝙕 => z
1D670	61	# 𝙰 => a
1D671	62	# 𝙱 => b
1D672	63	# 𝙲 => c
1D673	64	# 𝙳 => d
1D674	65	# 𝙴 => e
1D675	66	# 𝙵 => f
1D676	67	# 𝙶 => g
1D677	68	# 𝙷 => h
1D678	69	# 𝙸 => i
1D679	6A	# 𝙹 => j
1D67A	6B	# 𝙺 => k
1D67B	6C	# 𝙻 => l
1D67C	6D	# 𝙼 => m
1D67D	6E	# 𝙽 => n
1D67E	6F	# 𝙾 => o
1D67F	70	# 𝙿 => p
1D680	71	# 𝚀 => q
1D681	72	# 𝚁 => r
1D682	73	# 𝚂 => s
1D683	74	# 𝚃 => t
1D684	75	# 𝚄 => u
1D685	76	# 𝚅 => v
1D686	77	# 𝚆 => w
1D687	78	# 𝚇 => x
1D688	79	# 𝚈 => y
1D689	7A	# 𝚉 => z
1D6A8	3B1	# 𝚨 => α
1D6A9	3B2	# 𝚩 => β
1D6AA	3B3	# 𝚪 => γ
1D6AB	3B4	# 𝚫 => δ
1D6AC	3B5	# 𝚬 => ε
1D6AD	3B6	# 𝚭 => ζ
1D6AE	3B7	# 𝚮 => η
1D6AF	3B8	# 𝚯 => θ
1D6B0	3B9	# 𝚰 => ι
1D6B1	3BA	# 𝚱 => κ
1D6B2	3BB	# 𝚲 => λ
1D6B3	3BC	# 𝚳 => μ
1D6B4	3BD	# 𝚴 => ν
1D6B5	3BE	# 𝚵 => ξ
1D6B6	3BF	# 𝚶 => ο
1D6B7	3C0	# 𝚷 => π
1D6B8	3C1	# 𝚸 => ρ
1D6B9	3B8	# 𝚹 => θ
1D6BA	3C3	# 𝚺 => σ
1D6BB	3C4	# 𝚻 => τ
1D6BC	3C5	# 𝚼 => υ
1D6BD	3C6	# 𝚽 => φ
1D6BE	3C7	# 𝚾 => χ
1D6BF	3C8	# 𝚿 => ψ
1D6C0	3C9	# 𝛀 => ω
1D6E2	3B1	# 𝛢 => α
1D6E3	3B2	# 𝛣 => β
1D6E4	3B3	# 𝛤 => γ
1D6E5	3B4	# 𝛥 => δ
1D6E6	3B5	# 𝛦 => ε
1D6E7	3B6	# 𝛧 => ζ
1D6E8	3B7	# 𝛨 => η
1D6E9	3B8	# 𝛩 => θ
1D6EA	3B9	# 𝛪 => ι
1D6EB	3BA	# 𝛫 => κ
1D6EC	3BB	# 𝛬 => λ
1D6ED	3BC	# 𝛭 => μ
1D6EE	3BD	# 𝛮 => ν
1D6EF	3BE	# 𝛯 => ξ
1D6F0	3BF	# 𝛰 => ο
1D6F1	3C0	# 𝛱 => π
1D6F2	3C1	# 𝛲 => ρ
1D6F3	3B8	# 𝛳 => θ
1D6F4	3C3	# 𝛴 => σ
1D6F5	3C4	# 𝛵 => τ
1D6F6	3C5	# 𝛶 => υ
1D6F7	3C6	# 𝛷 => φ
1D6F8	3C7	# 𝛸 => χ
1D6F9	3C8	# 𝛹 => ψ
1D6FA	3C9	# 𝛺 => ω
1D71C	3B1	# 𝜜 => α
1D71D	3B2	# 𝜝 => β
1D71E	3B3	# 𝜞 => γ
1D71F	3B4	# 𝜟 => δ
1D720	3B5	# 𝜠 => ε
1D721	3B6	# 𝜡 => ζ
1D722	3B7	# 𝜢 => η
1D723	3B8	# 𝜣 => θ
1D724	3B9	# 𝜤 => ι
1D725	3BA	# 𝜥 => κ
1D726	3BB	# 𝜦 => λ
1D727	3BC	# 𝜧 => μ
1D728	3BD	# 𝜨 => ν
1D729	3BE	# 𝜩 => ξ
1D72A	3BF	# 𝜪 => ο
1D72B	3C0	# 𝜫 => π
1D72C	3C1	# 𝜬 => ρ
1D72D	3B8	# 𝜭 => θ
1D72E	3C3	# 𝜮 => σ
1D72F	3C4	# 𝜯 => τ
1D730	3C5	# 𝜰 => υ
1D731	3C6	# 𝜱 => φ
1D732	3C7	# 𝜲 => χ
1D733	3C8	# 𝜳 => ψ
1D734	3C9	# 𝜴 => ω
1D756	3B1	# 𝝖 => α
1D757	3B2	# 𝝗 => β
1D758	3B3	# 𝝘 => γ
1D759	3B4	# 𝝙 => δ
1D75A	3B5	# 𝝚 => ε
1D75B	3B6	# 𝝛 => ζ
1D75C	3B7	# 𝝜 => η
1D75D	3B8	# 𝝝 => θ
1D75E	3B9	# 𝝞 => ι
1D75F	3BA	# 𝝟 => κ
1D760	3BB	# 𝝠 => λ
1D761	3BC	# 𝝡 => μ
1D762	3BD	# 𝝢 => ν
1D763	3BE	# 𝝣 => ξ
1D764	3BF	# 𝝤 => ο
1D765	3C0	# 𝝥 => π
1D766	3C1	# 𝝦 => ρ
1D767	3B8	# 𝝧 => θ
1D768	3C3	# 𝝨 => σ
1D769	3C4	# 𝝩 => τ
1D76A	3C5	# 𝝪 => υ
1D76B	3C6	# 𝝫 => φ
1D76C	3C7	# 𝝬 => χ
1D76D	3C8	# 𝝭 => ψ
1D76E	3C9	# 𝝮 => ω
1D790	3B1	# 𝞐 => α
1D791	3B2	# 𝞑 => β
1D792	3B3	# 𝞒 => γ
1D793	3B4	# 𝞓 => δ
